h h h h 
0.0 0.1091555398832464 0.1 0.30000000000000004
0.2247191011235955 -0.030066578269258105 0.1 0.30000000000000004
0.449438202247191 -0.06991562012127586 0.1 0.30000000000000004
0.6741573033707865 0.1096335581619385 0.1 0.30000000000000004
0.898876404494382 -0.07507788289399595 0.1 0.30000000000000004
1.1235955056179776 0.09596648605502887 0.1 0.30000000000000004
1.348314606741573 0.12104105901013136 0.1 0.30000000000000004
1.5730337078651684 0.05038214685669736 0.1 0.30000000000000004
1.797752808988764 0.13995294214680282 0.1 0.30000000000000004
2.0224719101123596 0.1843865558454159 0.1 0.30000000000000004
2.247191011235955 0.29563915336265034 0.1 0.30000000000000004
2.4719101123595504 0.06845195806037828 0.1 0.30000000000000004
2.696629213483146 0.09311545257092285 0.1 0.30000000000000004
2.9213483146067416 0.08582780447305936 0.1 0.30000000000000004
3.1460674157303368 0.31298688925973683 0.1 0.30000000000000004
3.3707865168539324 0.16768515787846983 0.1 0.30000000000000004
3.595505617977528 0.35191924379927425 0.1 0.30000000000000004
3.8202247191011236 0.38927572108503616 0.1 0.30000000000000004
4.044943820224719 0.39709448538202474 0.1 0.30000000000000004
4.269662921348314 0.5842616647172014 0.1 0.30000000000000004
4.49438202247191 0.8035409952135952 0.1 0.30000000000000004
4.719101123595506 1.003700852926044 0.1 0.30000000000000004
4.943820224719101 1.1032479544064733 0.1 0.30000000000000004
5.168539325842697 1.274988600233076 0.1 0.30000000000000004
5.393258426966292 1.0610212156776284 0.1 0.30000000000000004
5.617977528089887 1.1424893354292975 0.1 0.30000000000000004
5.842696629213483 1.662106349113069 0.1 0.30000000000000004
6.067415730337078 2.2920489476982295 0.1 0.30000000000000004
6.2921348314606735 2.5257172045016962 0.1 0.30000000000000004
6.51685393258427 2.9431389577704703 0.1 0.30000000000000004
6.741573033707865 2.643607834630175 0.1 0.30000000000000004
6.966292134831461 2.1782629361739505 0.1 0.30000000000000004
7.191011235955056 1.3316394781499838 0.1 0.30000000000000004
7.415730337078651 0.9376160367777495 0.1 0.30000000000000004
7.640449438202247 0.631687860386176 0.1 0.30000000000000004
7.865168539325842 0.7551767236908835 0.1 0.30000000000000004
8.089887640449438 0.6570608208864677 0.1 0.30000000000000004
8.314606741573034 0.4854415559237088 0.1 0.30000000000000004
8.539325842696629 0.6664039655122277 0.1 0.30000000000000004
8.764044943820224 0.47180708449935915 0.1 0.30000000000000004
8.98876404494382 0.5193860246286476 0.1 0.30000000000000004
9.213483146067416 0.5258296208315356 0.1 0.30000000000000004
9.438202247191011 0.7078922013465451 0.1 0.30000000000000004
9.662921348314606 0.7277070829214918 0.1 0.30000000000000004
9.887640449438202 0.7684528285339836 0.1 0.30000000000000004
10.112359550561797 0.6490359218478301 0.1 0.30000000000000004
10.337078651685394 0.8014736198976473 0.1 0.30000000000000004
10.561797752808989 0.8333967648021433 0.1 0.30000000000000004
10.786516853932584 0.6585436477197251 0.1 0.30000000000000004
11.01123595505618 0.9115830684361731 0.1 0.30000000000000004
11.235955056179774 0.6782656675053021 0.1 0.30000000000000004
11.460674157303371 0.7201321338491775 0.1 0.30000000000000004
11.685393258426966 0.7374229062970771 0.1 0.30000000000000004
11.910112359550562 0.8499324777097588 0.1 0.30000000000000004
12.134831460674157 0.9464325865449463 0.1 0.30000000000000004
12.359550561797752 0.8978168646232073 0.1 0.30000000000000004
12.584269662921347 0.7494348061289297 0.1 0.30000000000000004
12.808988764044944 0.8466410783508855 0.1 0.30000000000000004
13.03370786516854 0.8265484100246472 0.1 0.30000000000000004
13.258426966292134 1.070029155214431 0.1 0.30000000000000004
13.48314606741573 1.0487750246039471 0.1 0.30000000000000004
13.707865168539325 0.9950108308494336 0.1 0.30000000000000004
13.932584269662922 1.1661353873510572 0.1 0.30000000000000004
14.157303370786517 0.9665656554145367 0.1 0.30000000000000004
14.382022471910112 1.1303202244657697 0.1 0.30000000000000004
14.606741573033707 1.449119670667299 0.1 0.30000000000000004
14.831460674157302 1.270574485687093 0.1 0.30000000000000004
15.0561797752809 1.4679755991769237 0.1 0.30000000000000004
15.280898876404494 1.3753270077001463 0.1 0.30000000000000004
15.50561797752809 1.4716065387099686 0.1 0.30000000000000004
15.730337078651685 1.3330748448709127 0.1 0.30000000000000004
15.95505617977528 1.05531988519189 0.1 0.30000000000000004
16.179775280898877 1.1380222374103144 0.1 0.30000000000000004
16.40449438202247 1.2906544708987469 0.1 0.30000000000000004
16.629213483146067 1.0254757877889298 0.1 0.30000000000000004
16.853932584269664 1.2808683495629682 0.1 0.30000000000000004
17.078651685393258 1.3269651442062433 0.1 0.30000000000000004
17.303370786516854 1.3265402363379173 0.1 0.30000000000000004
17.528089887640448 1.2918380749960738 0.1 0.30000000000000004
17.752808988764045 1.2523997518278072 0.1 0.30000000000000004
17.97752808988764 1.3800901415415305 0.1 0.30000000000000004
18.202247191011235 1.3927152847654158 0.1 0.30000000000000004
18.426966292134832 1.4067482224230905 0.1 0.30000000000000004
18.651685393258425 1.3642481717686958 0.1 0.30000000000000004
18.876404494382022 1.297695144406858 0.1 0.30000000000000004
19.101123595505616 1.2370519284070143 0.1 0.30000000000000004
19.325842696629213 1.4722588932785374 0.1 0.30000000000000004
19.55056179775281 1.280773102711996 0.1 0.30000000000000004
19.775280898876403 1.2571296445449205 0.1 0.30000000000000004
