anglr[deg]	Counts [w.E.]
40.0	0.9846131605861508
40.02512562814071	1.0176547509216838
40.050251256281406	0.9834163929457871
40.07537688442211	0.9828101266486594
40.10050251256281	0.9763533307628562
40.12562814070352	1.0017944850546836
40.15075376884422	1.0132310915983915
40.175879396984925	0.9992464170185037
40.20100502512563	1.0041924785430747
40.22613065326633	0.9766877289276237
40.25125628140704	0.9917549269634605
40.27638190954774	0.9766323919374468
40.301507537688444	0.9943953312537329
40.32663316582914	1.0190745172061395
40.35175879396985	1.0095615731696461
40.37688442211055	0.9949530905676708
40.402010050251256	1.0152462029997538
40.42713567839196	1.014625258533517
40.45226130653266	0.9996925168494318
40.47738693467337	0.9988599714162203
40.50251256281407	1.0046564228123074
40.527638190954775	0.9948142758516986
40.552763819095475	0.9728504096013533
40.57788944723618	1.0054428028537492
40.60301507537689	0.9992213027460234
40.62814070351759	1.0191458298475127
40.653266331658294	0.99769734251827
40.678391959798994	0.982614642970173
40.7035175879397	0.9961694049323974
40.7286432160804	1.0022179085976257
40.753768844221106	1.016541183386234
40.778894472361806	1.017452758843118
40.80402010050251	0.9845642915903847
40.82914572864322	1.0095845934849392
40.85427135678392	0.9774680690831695
40.879396984924625	1.00836693746859
40.904522613065325	0.9862951871451684
40.92964824120603	1.0128412629842112
40.95477386934673	1.0012085150478705
40.97989949748744	1.0155047996436934
41.005025125628144	0.9734139000411237
41.030150753768844	0.9986428219981464
41.05527638190955	1.0070784860759496
41.08040201005025	1.015391020047223
41.10552763819096	1.0024852950691414
41.130653266331656	1.0038760903018316
41.15577889447236	1.003832935259283
41.18090452261306	1.020641604836326
41.20603015075377	0.976430486025766
41.231155778894475	1.013298568394615
41.256281407035175	1.0214084247835373
41.28140703517588	0.9820201673543479
41.30653266331658	1.0152530524443346
41.33165829145729	1.019691132067447
41.35678391959799	0.9887035532735876
41.381909547738694	0.9741054225165585
41.4070351758794	1.0109968472581048
41.4321608040201	1.0185555591666944
41.45728643216081	1.012586812093323
41.482412060301506	1.0173111157338741
41.50753768844221	0.9743593696552275
41.53266331658291	0.9919977119635054
41.55778894472362	0.990093149090999
41.58291457286432	0.9942690409421149
41.608040201005025	1.0226581016737826
41.63316582914573	1.0111470617463953
41.65829145728643	1.0053563169461308
41.68341708542714	0.9852758959172713
41.70854271356784	1.0206915415533429
41.733668341708544	0.9906834975122196
41.75879396984924	0.9843739498507645
41.78391959798995	1.002054643235029
41.80904522613066	0.9967041364701673
41.834170854271356	0.9823578434102354
41.85929648241206	1.0173264858014421
41.88442211055276	0.9874098877900533
41.90954773869347	1.0045763004011417
41.93467336683417	0.97553563402126
41.959798994974875	0.979669236325938
41.984924623115575	0.9745423168963929
42.01005025125628	0.9989490269127428
42.03517587939699	1.0137816687543975
42.06030150753769	1.0073995542584604
42.085427135678394	1.019886752227464
42.11055276381909	1.0083746100183053
42.1356783919598	0.998305280600878
42.1608040201005	0.984896552988322
42.185929648241206	0.9861257902628121
42.21105527638191	1.0162808963631058
42.23618090452261	0.9884860565760043
42.26130653266332	0.993685737132283
42.28643216080402	1.0000978703250742
42.311557788944725	1.0163281486643163
42.336683417085425	1.0025955729191778
42.36180904522613	0.9780911312326286
42.38693467336684	0.9892325967307478
42.41206030150754	0.9967099087826637
42.437185929648244	0.9873541053085251
42.462311557788944	1.0037798531916664
